FirstName,LastName,Title_bucketed,DepartmentType,Attrition_Probability,Risk_Label,Primary_Risk_Factor,tenure_years_at_survey,days_since_training,Satisfaction Score
Morgan,Roth,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",0.0,52,2
Beckett,Sandoval,Production Technician Ii,Production       ,0.0975,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.2553045859000687,190,4
Isabell,Meadows,Production Technician Ii,Production       ,0.07,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.5071868583162216,0,4
Jordin,Alexander,Production Technician Ii,Production       ,0.1425,Normal,"High Risk Role (Production), Training Failed",1.7796030116358659,56,3
Frederick,Carney,Production Technician Ii,Production       ,0.19,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.919917864476386,329,2
Rayne,Chambers,Production Technician Ii,Production       ,0.07,Normal,High Risk Role (Production),1.7604380561259412,231,5
Laila,Simmons,Production Technician I,Production       ,0.1225,Normal,High Risk Role (Production),0.0,0,4
Carsen,Schmidt,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),2.4969199178644765,0,5
Bethany,Mckay,Production Technician I,Production       ,0.0275,Normal,High Risk Role (Production),0.3723477070499658,18,4
Ashton,Winters,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Low Satisfaction",0.36960985626283366,0,2
Josie,Melton,Production Technician I,Production       ,0.0775,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.3983572895277208,62,1
Bruno,Jimenez,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.1047227926078027,0,1
Elijah,Barr,Production Technician I,Production       ,0.095,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.4702258726899384,0,1
Oswaldo,Hanson,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),1.727583846680356,8,4
Samara,Roberson,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",3.9616700889801506,0,2
Luis,Frazier,Production Technician I,Production       ,0.03,Normal,"High Risk Role (Production), Low Satisfaction",0.7912388774811773,62,2
Jaquan,Hancock,Production Technician I,Production       ,0.2525,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.618754277891855,51,5
Giselle,Calderon,Production Technician Ii,Production       ,0.0975,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.67419575633128,0,2
Cullen,French,Production Technician Ii,Production       ,0.2075,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.898699520876112,0,2
Braiden,Kirby,Production Technician Ii,Production       ,0.0625,Normal,High Risk Role (Production),1.9630390143737166,0,3
Johnathan,Harmon,Production Technician Ii,Production       ,0.1025,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.0369609856262834,207,1
Camren,Bridges,Production Technician Ii,Production       ,0.07,Normal,High Risk Role (Production),2.841889117043121,0,3
Dana,Stevenson,Production Technician I,Production       ,0.125,Normal,High Risk Role (Production),1.949349760438056,0,5
Angelique,Hogan,Production Technician I,Production       ,0.0675,Normal,High Risk Role (Production),1.678302532511978,0,5
Moriah,Dodson,Production Technician I,Production       ,0.16,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.42984257357973993,0,1
Zaiden,Leblanc,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.998631074606434,192,2
Amelia,Mueller,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),0.31211498973305957,0,5
Lillianna,Hull,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Training Failed",0.8186173853524983,49,5
Laci,Frederick,Production Technician I,Production       ,0.0275,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.2792607802874745,56,5
Jayda,Chapman,Production Technician I,Production       ,0.195,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.7754962354551678,0,2
Kennedy,Beard,Production Technician I,Production       ,0.1,Normal,High Risk Role (Production),2.3819301848049284,0,3
Alma,Hanna,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",1.3169062286105406,0,2
Ximena,Suarez,Production Technician I,Production       ,0.06,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.143052703627652,95,2
Heidi,Joyce,Production Technician Ii,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.9561943874058865,0,2
Elle,Spears,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Low Satisfaction",2.617385352498289,0,2
Cesar,Anderson,Production Technician Ii,Production       ,0.1125,Normal,"High Risk Role (Production), Training Failed",0.5941136208076659,211,3
Kenny,Blanchard,Production Technician Ii,Production       ,0.0625,Normal,"High Risk Role (Production), Low Satisfaction",1.0266940451745379,0,2
Evie,Beard,Production Technician I,Production       ,0.065,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.1827515400410678,146,1
Aliya,Morton,Production Technician I,Production       ,0.2175,High Risk,"High Risk Role (Production), Low Satisfaction",1.919233401779603,0,1
Ingrid,Wilkins,Production Technician I,Production       ,0.0625,Normal,High Risk Role (Production),1.4948665297741273,0,5
Morgan,Elliott,Production Technician I,Production       ,0.28,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.837782340862423,70,4
Shannon,Lambert,Production Technician I,Production       ,0.02,Normal,High Risk Role (Production),1.8535249828884326,0,4
Abril,Joseph,Production Technician I,Production       ,0.21,High Risk,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.7207392197125255,0,1
Bobby,Levy,Production Technician I,Production       ,0.165,Normal,"High Risk Role (Production), Low Satisfaction",0.019164955509924708,216,2
Gustavo,Durham,Production Technician I,Production       ,0.1175,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.0718685831622174,75,5
Teagan,Stevens,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.080766598220397,0,1
Neil,Patton,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",0.5420944558521561,0,2
Khalil,Guzman,Production Technician I,Production       ,0.1425,Normal,High Risk Role (Production),0.9938398357289527,141,3
Alaina,Mayo,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Training Failed",0.813141683778234,35,3
Jagger,Morgan,Production Technician I,Production       ,0.045,Normal,High Risk Role (Production),2.9322381930184807,0,5
Donavan,Kennedy,Production Technician I,Production       ,0.085,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.276522929500342,9,3
Deegan,Pham,Production Technician Ii,Production       ,0.0675,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.087611225188227,0,1
Seth,Oneill,Production Technician Ii,Production       ,0.0725,Normal,"High Risk Role (Production), Low Satisfaction",0.0,45,1
Mollie,Woodward,Production Technician Ii,Production       ,0.1475,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed, Low Satisfaction",4.6652977412731005,4,1
Baylee,Warner,Production Technician Ii,Production       ,0.08,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.457905544147844,0,5
Camryn,Clark,Production Technician Ii,Production       ,0.025,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.0663928815879533,0,4
Geovanni,Crawford,Production Technician I,Production       ,0.16,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.477070499657769,169,4
Kasey,Pineda,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",4.276522929500342,293,5
Kenzie,Friedman,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.4743326488706368,0,4
Destinee,Mejia,Production Technician I,Production       ,0.08,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.693360711841205,43,2
Cristian,Ritter,Production Technician I,Production       ,0.0425,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.885010266940452,61,2
Demarcus,Huffman,Production Technician I,Production       ,0.0375,Normal,"High Risk Role (Production), Training Failed",0.8323066392881588,92,3
Regina,Lopez,Production Technician I,Production       ,0.1425,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",2.3682409308692676,0,1
Justice,Clark,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.3648186173853527,0,3
Tucker,Sweeney,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),0.5585215605749486,42,4
Roy,Pratt,Production Technician I,Production       ,0.1425,Normal,High Risk Role (Production),0.2245037645448323,24,5
Raphael,Whitney,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Training Failed",0.0,0,4
Cade,Palmer,Production Technician I,Production       ,0.0775,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.158795345653662,16,3
Amya,Armstrong,Production Technician Ii,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",2.42299794661191,24,2
Antwan,Clayton,Production Technician Ii,Production       ,0.05,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.277207392197125,82,4
Dexter,Preston,Production Technician Ii,Production       ,0.0475,Normal,High Risk Role (Production),0.0,0,3
Dakota,Oliver,Production Technician I,Production       ,0.105,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.1389459274469542,297,1
Kaila,Flowers,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Training Failed, Low Satisfaction",1.78507871321013,63,2
Dashawn,Ramirez,Production Technician I,Production       ,0.0575,Normal,"High Risk Role (Production), Low Satisfaction",0.05475701574264202,0,2
Meghan,Ray,Production Technician I,Production       ,0.0675,Normal,"High Risk Role (Production), Low Satisfaction",0.7091033538672142,68,2
Jasiah,Palmer,Production Technician I,Production       ,0.0525,Normal,High Risk Role (Production),0.0,159,3
Jaiden,Hawkins,Production Technician I,Production       ,0.075,Normal,High Risk Role (Production),1.9137577002053388,0,5
Monserrat,Miranda,Production Technician I,Production       ,0.0925,Normal,"High Risk Role (Production), Low Satisfaction",0.6379192334017796,19,2
Johnathon,Lynch,Production Technician I,Production       ,0.215,High Risk,"High Risk Role (Production), Mid-Tenure Risk",4.180698151950718,302,4
Dayanara,Murray,Production Technician I,Production       ,0.075,Normal,"High Risk Role (Production), Low Satisfaction",1.9356605065023955,111,1
Alessandro,Sawyer,Production Technician I,Production       ,0.055,Normal,High Risk Role (Production),1.754962354551677,0,5
Kaylen,Hogan,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Training Failed",2.6830937713894594,0,4
Karley,Michael,Production Technician I,Production       ,0.1275,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.923340177960301,0,3
Erik,Parks,Production Technician I,Production       ,0.025,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.2334017796030117,0,5
Violet,Bennett,Production Technician I,Production       ,0.0325,Normal,High Risk Role (Production),0.0,0,3
Hannah,Jacobi,Production Technician I,Production       ,0.0825,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.7727583846680357,0,4
Peter,Robertson,Production Technician Ii,Production       ,0.045,Normal,"High Risk Role (Production), Low Satisfaction",2.3819301848049284,71,1
Josephine,Bugali,Production Technician I,Production       ,0.04,Normal,"High Risk Role (Production), Training Failed",0.10677618069815195,0,4
Bruno,Rossetti,Production Technician I,Production       ,0.0625,Normal,"High Risk Role (Production), Low Satisfaction",0.0,140,1
Thomas,Barbara,Production Technician I,Production       ,0.045,Normal,"High Risk Role (Production), Mid-Tenure Risk",3.0198494182067077,0,4
Lynn,O'hare,Production Technician I,Production       ,0.0375,Normal,High Risk Role (Production),0.7994524298425736,0,4
Daniel,Davis,Production Technician Ii,Production       ,0.065,Normal,High Risk Role (Production),1.7221081451060918,0,3
Barbara M,Stanford,Production Technician I,Production       ,0.0775,Normal,"High Risk Role (Production), Mid-Tenure Risk, Training Failed",3.162217659137577,192,5
Phylicia,Gosciminski,Production Technician Ii,Production       ,0.055,Normal,High Risk Role (Production),0.0,0,5
Hamish,Garneau,Production Technician I,Production       ,0.055,Normal,"High Risk Role (Production), Mid-Tenure Risk",4.142368240930869,0,5
Morissa,Power,Production Technician I,Production       ,0.1125,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",3.7453798767967146,79,1
Jason,Woodson,Production Technician Ii,Production       ,0.215,High Risk,"High Risk Role (Production), Training Failed",2.7980835044490076,0,3
Janine,Purinton,Production Technician I,Production       ,0.1525,Normal,High Risk Role (Production),1.6153319644079398,12,4
Spencer,Cole,Production Technician I,Production       ,0.1375,Normal,"High Risk Role (Production), Mid-Tenure Risk, Low Satisfaction",4.358658453114305,0,2
